Query	Start	End	Alignment	Classification	Recepient	Donor_Family	Donor_genera	Donor_species	Method	BS	Ingroup_seq_coverage	Ingroup_seq_fragment	Donor_seq_coverage	Donor_seq_fragment
Ain_1	214750	214896	Ain.hgt.403.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_214750-214896;Orobanchaceae|Aeginetia_indica|MW582538.1_352888-353034;Orobanchaceae|Aeginetia_indica|MW851294.1_387932-387786;query|Ain_1	Potamogetonaceae;Cyperaceae	Eleocharis;Carex;Potamogeton;Stuckenia;Rhynchospora;Eriophorum	Potamogetonaceae|Potamogeton_natans|OZ242077.1_184198-184090;Potamogetonaceae|Potamogeton_pusillus|OZ286238.1_199561-199669;Potamogetonaceae|Potamogeton_lucens|OZ286362.1_171937-171829;Potamogetonaceae|Potamogeton_trichoides|OZ297183.1_199602-199710;Potamogetonaceae|Potamogeton_crispus|OZ297786.1_156449-156557;Potamogetonaceae|Potamogeton_compressus|OZ318395.1_110027-109919;Potamogetonaceae|Potamogeton_epihydrus|OZ321234.1_199288-199396;Potamogetonaceae|Stuckenia_pectinata|OZ325057.1_127335-127227;Potamogetonaceae|Potamogeton_nodosus|OZ335126.1_68470-68578;Potamogetonaceae|Potamogeton_perfoliatus|OZ367066.1_186095-186203;Cyperaceae|Eriophorum_angustifolium|OZ259064.1_2474205-2474058;Cyperaceae|Carex_myosuroides|OQ834964.1_287717-287864;Cyperaceae|Rhynchospora_breviuscula|OL799324.1_1501570-1501683;Cyperaceae|Rhynchospora_pubera|OL799325.1_424288-424401;Cyperaceae|Eleocharis_dulcis|PV430310.1_1910290-1910177	Phylogeny	0.0	1.0	1.0	0.7142857142857143	1.0
Ain_1	214879	215125	Ain.hgt.404.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_214879-215125;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_353017-353263;Orobanchaceae|Aeginetia_indica|MW851294.1_387803-387557	Cyperaceae;Poaceae	Eleocharis;Nassella;Paspalum;Pennisetum;Chrysopogon;Tripsacum	Poaceae|Tripsacum_dactyloides|DQ984517.1_39395-39267;Poaceae|Chrysopogon_zizanioides|MN635785.1_342952-342787;Cyperaceae|Eleocharis_quinqueflora|OZ060356.1_173064-172924;Poaceae|Paspalum_vaginatum|PP072315.1_384203-384063;Poaceae|Nassella_tenuissima|PQ576941.1_309709-309569;Poaceae|Pennisetum_giganteum|PQ768538.1_462533-462393	Phylogeny	0.008	1.0	1.0	0.5263157894736843	1.0
Ain_1	215145	215672	Ain.hgt.405.fas	High confidence HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_215145-215672;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_353283-353377+372817-372366	Poaceae	Sorghum	Poaceae|Sorghum_bicolor|DQ984518.1_8798-8652;Poaceae|Sorghum_bicolor|MZ506736.1_29036-29182;Poaceae|Sorghum_bicolor|OP474087.1_106312-106166;Poaceae|Sorghum_bicolor|OP474098.1_4240-4386;Poaceae|Sorghum_bicolor|OP474107.1_5338-5192;Poaceae|Sorghum_bicolor|OP474111.1_106312-106166;Poaceae|Sorghum_arundinaceum|OP474116.1_17500-17646;Poaceae|Sorghum_bicolor|OP474128.1_4259-4405;Poaceae|Sorghum_propinquum|OP474137.1_4240-4386	Phylogeny: nested in donor family	0.388	1.0	1.5	0.27840909090909094	1.0
Ain_1	215663	216819	Ain.hgt.406.fas	High confidence HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_215663-216819;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_372375-371219	Poaceae	Eremochloa;Digitaria;Microstegium	Poaceae|Eremochloa_ophiuroides|PP372606.1_282178-281034;Poaceae|Microstegium_vimineum|OQ360108.1_215809-216961;Poaceae|Digitaria_sanguinalis|OZ156446.1_196693-196787	Phylogeny: nested in donor family	0.949	1.0	1.0	0.9792566983578219	1.0
Ain_1	216818	216959	Ain.hgt.407.fas	High confidence HGT	query|Ain_1;Orobanchaceae|Aeginetia_indica|BK061406.1_216818-216959;Orobanchaceae|Aeginetia_indica|MW582538.1_371220-371078	Poaceae	Cenchrus;Miscanthus;Cymbopogon;Setaria;Paspalum;Cynodon;Chrysopogon;Tripsacum;Digitaria;Hygroryza;Eleusine;Eremochloa;Zea;Sorghum;Microstegium;Tripidium	Poaceae|Zea_mays|AY705912.1_18062-18204;Poaceae|Cymbopogon_citratus|BK059359.1_29067-29209;Poaceae|Zea_mays|CM025451.1_18062-18204;Poaceae|Zea_mays|DQ490951.2_163007-163149;Poaceae|Zea_mays|DQ490952.1_18062-18204;Poaceae|Zea_mays|DQ490953.1_190271-190413;Poaceae|Zea_luxurians|DQ645537.1_446558-446425;Poaceae|Zea_perennis|DQ645538.1_224406-224270;Poaceae|Zea_mays|DQ645539.1_18042-18184;Poaceae|Tripsacum_dactyloides|DQ984517.1_34972-34829;Poaceae|Sorghum_bicolor|DQ984518.1_311553-311411;Poaceae|Eleusine_indica|MF616338.1_97990-98137;Poaceae|Cynodon_dactylon_x_Cynodon_transvaalensis|MK175054.1_120836-120993;Poaceae|Chrysopogon_zizanioides|MN635785.1_60016-60158;Poaceae|Sorghum_bicolor|MZ506736.1_324847-324705;Poaceae|Zea_mays|OP210277.1_162997-163139;Poaceae|Zea_mays|OP210278.1_162992-163134;Poaceae|Sorghum_bicolor|OP474088.1_33047-33189;Poaceae|Sorghum_bicolor|OP474092.1_124622-124764;Poaceae|Sorghum_bicolor|OP474101.1_71904-71762;Poaceae|Sorghum_bicolor|OP474112.1_33040-33182;Poaceae|Sorghum_arundinaceum|OP474118.1_64583-64441;Poaceae|Sorghum_bicolor|OP474122.1_71912-71770;Poaceae|Sorghum_propinquum|OP474131.1_124622-124764;Poaceae|Microstegium_vimineum|OQ360108.1_217527-217669;Poaceae|Setaria_italica|OR734219.1_77234-77376;Poaceae|Zea_mays|OR933560.1_162999-163141;Poaceae|Digitaria_sanguinalis|OZ156446.1_204045-203897;Poaceae|Paspalum_vaginatum|PP072315.1_163868-163726;Poaceae|Eremochloa_ophiuroides|PP372606.1_280433-280291;Poaceae|Tripidium_arundinaceum|PP454224.1_7599-7741;Poaceae|Cynodon_dactylon|PP493251.1_100425-100582;Poaceae|Hygroryza_aristata|PP534167.1_380411-380269;Poaceae|Tripidium_arundinaceum|PP664562.1_289748-289606;Poaceae|Miscanthus_sinensis|PP665701.1_2564-2706;Poaceae|Tripidium_ravennae|PP666879.1_31779-31637;Poaceae|Cenchrus_fungigraminus|PQ720776.1_297043-297185;Poaceae|Tripidium_arundinaceum_x_Saccharum_spontaneum|PV604421.1_130068-130210	BLAST: exclusive homology in two families	NA	1.0	1.0	1.0	1.0
Ain_1	216944	218130	Ain.hgt.408.fas	Putative HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_216944-218130;query|Ain_1;Orobanchaceae|Striga_gesnerioides|PX150075.1_456860-456780;Orobanchaceae|Striga_hermonthica|PX150085.1_631892-631812;Orobanchaceae|Aeginetia_indica|MW582538.1_371093-369899	Cyperaceae	Bolboschoenus;Rhynchospora	Cyperaceae|Bolboschoenus_planiculmis|OQ834960.1_707096-707412;Cyperaceae|Rhynchospora_breviuscula|OL799324.1_1773071-1772825;Cyperaceae|Rhynchospora_tenuis|OL799326.1_636375-636142	Phylogeny	0.307	0.10109519797809607	1.0	0.19376579612468403	1.0
Ain_1	218085	218215	Ain.hgt.409.fas	Putative HGT	Orobanchaceae|Aeginetia_indica|MW851294.1_370876-371001;Orobanchaceae|Aeginetia_indica|MW582538.1_431727-431857;Orobanchaceae|Aeginetia_indica|BK061406.1_218085-218215;query|Ain_1	Zingiberaceae	Zingiber	Zingiberaceae|Zingiber_officinale|JACMSC010000023.1_574908-575027;Zingiberaceae|Zingiber_officinale|JACMSC010000030.1_179466-179354	Phylogeny	0.0	0.9618320610687023	1.0	0.8778625954198473	1.0
Ain_1	218194	219148	Ain.hgt.410.fas	High confidence HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_218194-219148;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_431836-432790	Poaceae	Eremochloa	Poaceae|Eremochloa_ophiuroides|PP372606.1_340548-339619	Phylogeny: nested in donor family	0.515	1.0	1.0	0.9738219895287958	1.0
Ain_1	219187	220437	Ain.hgt.411.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_219187-220437;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_432829-434079	Orchidaceae;Solanaceae;Oleaceae;Caprifoliaceae;Malvaceae;Lamiaceae;Cucurbitaceae;Orobanchaceae;Bignoniaceae;Euphorbiaceae;Asteraceae;Nepenthaceae	Olea;Solanum;Phlomoides;Nepenthes;Colquhounia;Stelis;Durio;Abelmoschus;Cucumis;Hibiscus;Galeopsis;Markhamia;Ballota;Stachys;Helianthus;Clerodendrum;Teucrium;Lonicera;Euphorbia;Rehmannia	Malvaceae|Hibiscus_cannabinus|MF163174.1_502235-501232;Malvaceae|Hibiscus_cannabinus|MK961310.1_502318-501315;Caprifoliaceae|Lonicera_maackii|PP079351.1_355-291;Asteraceae|Helianthus_annuus|X86697.1_548-484;Orchidaceae|Stelis_montserratii|MW563075.1_184-119;Orobanchaceae|Rehmannia_glutinosa|OM397952.2_473651-473842;Orobanchaceae|Rehmannia_glutinosa|ON951335.1_376944-376753;Orobanchaceae|Rehmannia_chingii|OR601177.1_68557-68366;Orobanchaceae|Rehmannia_glutinosa|PP035761.1_301113-300923;Bignoniaceae|Markhamia_cauda-felina|MW432178.1_485073-484887;Oleaceae|Olea_europaea|LR743801.1_5964-6146;Oleaceae|Olea_europaea|MG372116.1_444147-443965;Oleaceae|Olea_europaea|MG372117.1_336488-336670;Oleaceae|Olea_europaea|MG372118.1_91680-91498;Oleaceae|Olea_europaea|MG372119.1_740000-740182;Oleaceae|Olea_europaea|MG372120.1_69981-70163;Oleaceae|Olea_europaea|MG372121.1_336471-336653;Oleaceae|Olea_europaea|MW262896.1_336551-336733;Lamiaceae|Clerodendrum_mandarinorum|MT277191.1_113797-113615;Lamiaceae|Galeopsis_tetrahit|OY776137.1_7484-7302;Lamiaceae|Stachys_alpina|OZ244445.1_32885-32703;Lamiaceae|Colquhounia_coccinea|MT277314.1_659-841;Lamiaceae|Ballota_nigra|OX344733.1_18525-18707;Lamiaceae|Phlomoides_alpina|MT277315.1_15117-15299;Lamiaceae|Teucrium_botrys|OZ318422.1_14497-14679;Malvaceae|Durio_zibethinus|OR839124.1_913523-913452;Solanaceae|Solanum_melongena|LC875517.1_328245-328587;Solanaceae|Solanum_aethiopicum|MT122954.1_267075-266733;Solanaceae|Solanum_aethiopicum|MT122966.1_242117-241775;Solanaceae|Solanum_aethiopicum|MT122969.1_242065-241723;Solanaceae|Solanum_aethiopicum|MT122973.1_266893-266551;Solanaceae|Solanum_aethiopicum|MT122977.1_242016-241674;Solanaceae|Solanum_aethiopicum|MT122988.1_284670-284328;Solanaceae|Solanum_melongena|OR187866.1_150948-151290;Solanaceae|Solanum_aethiopicum|OR187867.1_150944-151286;Malvaceae|Abelmoschus_esculentus|OL348387.1_4415-5427;Nepenthaceae|Nepenthes_ventricosa_x_Nepenthes_alata|MH798871.1_272127-271813;Nepenthaceae|Nepenthes_khasiana|MK330891.1_212482-212796;Euphorbiaceae|Euphorbia_maculata|OZ219168.1_345470-345740;Cucurbitaceae|Cucumis_melo|JF412792.1_1022323-1022211;Cucurbitaceae|Cucumis_melo|MG947207.1_996020-995908;Cucurbitaceae|Cucumis_melo|MW854328.1_469005-469117	Phylogeny	0.775	0.1390887290167866	1.0	0.1390887290167866	1.0
Ain_1	220627	221750	Ain.hgt.412.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	221855	222145	Ain.hgt.413.fas	High confidence HGT	query|Ain_1;Orobanchaceae|Aeginetia_indica|BK061406.1_221855-222145;Orobanchaceae|Aeginetia_indica|MW582538.1_435497-435787	Begoniaceae	Begonia	Begoniaceae|Begonia_fimbristipula|PX068309.1_32085-32369	BLAST: exclusive homology in two families	NA	1.0	1.0	0.9243986254295533	1.0
Ain_1	222123	222681	Ain.hgt.414.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_222123-222681;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_435765-436323	Musaceae;Cucurbitaceae;Rubiaceae;Apocynaceae;Campanulaceae;Orobanchaceae;Euphorbiaceae	Jasione;Excoecaria;Benincasa;Coffea;Musa;Cistanche;Hancornia;Cucumis;Citrullus	Rubiaceae|Coffea_arabica|OL789880.1_344564-344669;Orobanchaceae|Cistanche_tubulosa|ON890412.1_95595-95700;Campanulaceae|Jasione_montana|OZ060880.1_137193-137298;Apocynaceae|Hancornia_speciosa|OR882848.1_177194-176875;Euphorbiaceae|Excoecaria_agallocha|PP905394.1_357685-357580;Cucurbitaceae|Citrullus_lanatus|GQ856147.1_135216-135456;Cucurbitaceae|Citrullus_lanatus|PP155186.1_85089-85329;Cucurbitaceae|Cucumis_melo|JF412792.1_1095051-1094864;Cucurbitaceae|Cucumis_melo|MG947207.1_1068748-1068561;Cucurbitaceae|Cucumis_melo|MW854329.1_84054-84241;Musaceae|Musa_textilis|OZ184674.1_3271312-3271569;Cucurbitaceae|Benincasa_hispida|PQ164978.1_236936-237176	Phylogeny	0.425	1.0	1.0	0.3363148479427549	1.0
Ain_1	222817	222983	Ain.hgt.415.fas	High confidence HGT	query|Ain_1;Orobanchaceae|Aeginetia_indica|BK061406.1_222817-222983;Orobanchaceae|Aeginetia_indica|MW582538.1_436459-436625	Cyperaceae	Schoenoplectus	Cyperaceae|Schoenoplectus_tabernaemontani|OQ834971.1_18789-18956;Cyperaceae|Schoenoplectus_triqueter|OZ060281.1_1400474-1400641;Cyperaceae|Schoenoplectus_tabernaemontani|OZ255991.1_872036-871869	BLAST: exclusive homology in two families	NA	1.0	1.0	1.0	1.0
Ain_1	222967	223079	Ain.hgt.416.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_222967-223079;Orobanchaceae|Aeginetia_indica|MW582538.1_436609-436721;query|Ain_1	Cyperaceae;Poaceae	Schoenoplectus;Rhynchospora;Hierochloe	Cyperaceae|Rhynchospora_tenuis|OL799326.1_396041-396153;Poaceae|Hierochloe_odorata|OZ243092.1_109458-109533;Cyperaceae|Schoenoplectus_tabernaemontani|OQ834971.1_198186-198075;Cyperaceae|Schoenoplectus_tabernaemontani|OZ255991.1_579938-579827;Cyperaceae|Schoenoplectus_lacustris|OZ121634.1_992666-992777	Phylogeny	0.0	1.0	1.0	0.9823008849557522	1.0
Ain_1	223065	223253	Ain.hgt.417.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	223252	223318	Ain.hgt.418.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_223252-223318;query|Ain_1	Orobanchaceae;Poaceae	Aeginetia;Eremochloa	Poaceae|Eremochloa_ophiuroides|PP372606.1_56797-56731;Orobanchaceae|Aeginetia_indica|MW582538.1_436894-436960	Phylogeny	0.805	1.0	1.0	1.0	1.0
Ain_1	223301	223451	Ain.hgt.419.fas	High confidence HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_223301-223451;Orobanchaceae|Aeginetia_indica|MW582538.1_436943-437093;query|Ain_1	Poaceae	Coix	Poaceae|Coix_lacryma-jobi|MT471097.1_40699-39998;Poaceae|Coix_lacryma-jobi|MT471098.1_628094-628795;Poaceae|Coix_lacryma-jobi|MT471099.1_547998-548699	Phylogeny: nested in donor family	0.845	0.8576158940397351	1.0	0.9139072847682119	1.0
Ain_1	223451	223851	Ain.hgt.420.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_223451-223851;Orobanchaceae|Aeginetia_indica|MW582538.1_437093-437493;query|Ain_1;Orobanchaceae|Striga_gesnerioides|PX150080.1_15124-15267;Orobanchaceae|Striga_hermonthica|PX150082.1_943648-943505	Cyperaceae;Poaceae	Eleocharis;Coix;Carex;Rhynchospora	Poaceae|Coix_lacryma-jobi|MT471097.1_40699-39998;Poaceae|Coix_lacryma-jobi|MT471098.1_628094-628795;Poaceae|Coix_lacryma-jobi|MT471099.1_547998-548699;Cyperaceae|Carex_tibetikobresia|OQ834969.1_463561-463757;Cyperaceae|Eleocharis_quinqueflora|OZ060354.1_512110-511815;Cyperaceae|Rhynchospora_breviuscula|OL799324.1_1891396-1891264;Cyperaceae|Carex_acutiformis|OZ207292.1_209696-209567	Phylogeny	0.0	0.6795511221945136	1.0	0.6309226932668329	1.0
Ain_1	223851	224001	Ain.hgt.421.fas	High confidence HGT	query|Ain_1	Poaceae	Sorghum	Poaceae|Sorghum_bicolor|DQ984518.1_39041-38542	Phylogeny: nested in donor family	0.0	0.8245033112582781	1.0	1.0	1.0
Ain_1	224001	224185	Ain.hgt.422.fas	High confidence HGT	query|Ain_1;Orobanchaceae|Aeginetia_indica|BK061406.1_224001-224185;Orobanchaceae|Striga_gesnerioides|PX150075.1_1782931-1782748;Orobanchaceae|Striga_hermonthica|PX150085.1_1099860-1100043	Poaceae	Cenchrus;Miscanthus;Phragmites;Chrysopogon;Avena;Sorghum;Tripidium	Poaceae|Sorghum_bicolor|DQ984518.1_39041-38542;Poaceae|Chrysopogon_zizanioides|MN635785.1_376035-375798;Poaceae|Sorghum_bicolor|MZ506736.1_45352-44848;Poaceae|Sorghum_bicolor|OP474086.1_163325-163820;Poaceae|Sorghum_bicolor|OP474093.1_2730-2231;Poaceae|Sorghum_bicolor|OP474102.1_87353-87852;Poaceae|Sorghum_bicolor|OP474110.1_163315-163810;Poaceae|Sorghum_arundinaceum|OP474118.1_40700-41195;Poaceae|Sorghum_bicolor|OP474125.1_32487-32986;Poaceae|Sorghum_propinquum|OP474132.1_87340-87839;Poaceae|Avena_longiglumis|OQ450323.1_137259-137022;Poaceae|Phragmites_australis|OY282638.1_22129-22415;Poaceae|Tripidium_arundinaceum|PP454224.1_147613-147286;Poaceae|Phragmites_australis|PP481928.1_22123-22409;Poaceae|Tripidium_arundinaceum|PP664562.1_149659-149986;Poaceae|Miscanthus_sinensis|PP665700.1_240612-241123;Poaceae|Phragmites_australis|PP916046.1_70252-69966;Poaceae|Cenchrus_fungigraminus|PQ720776.1_115658-115465;Poaceae|Tripidium_arundinaceum_x_Saccharum_spontaneum|PV604421.1_270133-269806	BLAST: exclusive homology in two families	NA	0.9945945945945946	1.0	1.0	1.0
Ain_1	224181	225592	Ain.hgt.423.fas	High confidence HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_224181-225592;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_437599-437749+437740-438897	Poaceae	Saccharum;Tripidium	Poaceae|Tripidium_rufipilum|PP666877.1_79556-79354;Poaceae|Saccharum_fulvum|PP666878.1_79575-79373	Phylogeny: nested in donor family	0.0	0.9929178470254958	2.0	0.14376770538243622	1.0
Ain_1	225584	225643	Ain.hgt.424.fas	High confidence HGT	query|Ain_1;Orobanchaceae|Aeginetia_indica|BK061406.1_225584-225643;Orobanchaceae|Aeginetia_indica|MW582538.1_438889-438948	Poaceae	Sorghum	Poaceae|Sorghum_bicolor|DQ984518.1_363718-363659;Poaceae|Sorghum_bicolor|MZ506736.1_377019-376960;Poaceae|Sorghum_bicolor|OP474087.1_47576-47517;Poaceae|Sorghum_bicolor|OP474092.1_72445-72504;Poaceae|Sorghum_bicolor|OP474101.1_124088-124029;Poaceae|Sorghum_bicolor|OP474111.1_47576-47517;Poaceae|Sorghum_arundinaceum|OP474117.1_21286-21227;Poaceae|Sorghum_bicolor|OP474122.1_124089-124030;Poaceae|Sorghum_propinquum|OP474131.1_72445-72504	BLAST: exclusive homology in two families	NA	1.0	1.0	1.0	1.0
